Title,Address,Geographic,Industry,Profession
BANCO POPOLARE,BAPO.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
COMMERZBANK,CBKG.DE,Germany,Financials,"Asset Management,Debt,Equities,Investment Banking"
JUROKU BANK,8356.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
NATIXIS,CNAT.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
STATE BANK OF TRAVANCORE,SBKT.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
SEVEN BANK,8410.OS,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
YAMAGUCHI FINANCIAL ,8418.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
COMMONWEALTH BANK OF AUSTRALIA,CBA.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
77 BANK,8341.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
PUNJAB NATIONAL BANK,PNBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
TRUSTMARK,$TRMK,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
PEOPLES UNITED FINANCIAL,$PBCT,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
VIJAYA BANK,VJBK.BO,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
HANCOCK ,$HBHC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
FEDERAL BANK,FED.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIDEA ,8713.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
HSBC ,HSBA.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
INTERNATIONAL BANCSHARES,$IBOC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHINA MERCHANTS BANK,3968.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
TSUKUBA BANK,8338.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
YES BANK,YESB.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
HANG SENG BANK,0011.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
M&T BANK,$MTB,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
EHIME BANK,8541.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIFTH THIRD BANCORP,$FITB,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
HUA NAN FINANCIAL ,2880.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
MIE BANK,8374.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHINA MINSHENG BANKING,1988.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
KAGOSHIMA BANK,8390.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
EIGHTEENTH BANK,8396.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
SYNDICATE BANK,SBNK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
DENA BANK,DENA.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
BENDIGO AND ADELAIDE BANK,BEN.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
SYNOVUS FINANCIAL,$SNV,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
SHIGA BANK,8366.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
INTESA SANPAOLO ,ISP.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
MINATO BANK,8543.OS,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRST CITIZENS BANCSHARES,$FCNCA,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
INTESA SANPAOLO ,ISPn.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
SHIKOKU BANK,8387.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRST FINANCIAL ,2892.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
HUDSON CITY BANCORP,$HCBK,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
OGAKI KYORITSU BANK,8361.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRST FINANCIAL BANCORP,$FFBC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CANADIAN IMPERIAL BANK OF COMMERCE,CM.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRST FINANCIAL BANKSHARES,$FFIN,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRST HORIZON NATIONAL,$FHN,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
KANSAI URBAN BANKING,8545.OS,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
DEUTSCHE BANK,DBKGn.DE,Germany,Financials,"Asset Management,Debt,Equities,Investment Banking"
CANADIAN WESTERN BANK,CWB.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
SHIMIZU BANK,8364.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CANARA BANK,CNBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRST MIDWEST BANCORP,$FMBI,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
NEW YORK COMMUNITY BANCORP,$NYB,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
TA CHONG BANK,2847.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
DEUTSCHE POSTBANK,DPBGn.DE,Germany,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRST NIAGARA FINANCIAL ,$FNFG,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
SOUTH INDIAN BANK,SIBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
AUSTRALIA AND New Zealand BANKING ,ANZ.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
HUNTINGTON BANCSHARES,$HBAN,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
KARNATAKA BANK,KBNK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRST REPUBLIC BANK,$FRC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
OITA BANK,8392.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
DEXIA,DEXI.BR,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking"
GLACIER BANCORP,$GBCI,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
KARUR VYSYA BANK,KARU.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
TAIWAN BUSINESS BANK,2834.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
FIRSTMERIT,$FMER,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
SHINKIN CENTRAL BANK,8421.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
TAICHUNG COMMERCIAL BANK,2812.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CORPORATION BANK,CRBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
HYAKUGO BANK,8368.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
HYAKUJUSHI BANK,8386.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CAPITALSOURCE,$CSE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
TAIKO BANK,8537.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
OLD NATIONAL BANCORP,$ONB,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
U.S. BANCORP,$USB,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
KBC GROEP,KBC.BR,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking"
SHINSEI BANK,8303.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
TAISHIN FINANCIAL ,2887.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CAPITOL FEDERAL FINANCIAL,$CFFN,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
UBI BANCA SCPA,UBI.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
LAKSHMI VILAS BANK,LVLS.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
TAIWAN COOPERATIVE FINANCIAL,5880.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
COSMOS BANK,2837.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
UNION BANK OF TAIWAN,2838.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHINATRUST FINANCIAL ,2891.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
TOCHIGI BANK,8550.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
UCO BANK,UCBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
SHIZUOKA BANK,8355.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
MITSUBISHI UFJ FINANCIAL ,8306.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
AWA BANK,8388.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
F.N.B.,$FNB,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
HDFC BANK,HDBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
KEIYO BANK,8544.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
TOHO BANK,8346.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHONG HING BANK,1111.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
SAN IN GODO BANK,8381.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHONGQING RURAL COMMERCIAL BANK,3618.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
AXIS BANK,AXBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
WASHINGTON FEDERAL,$WAFD,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
ANDHRA BANK,ADBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
ZIONS BANCORPORATION,$ZION,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CREDIT AGRICOLE,CAGR.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
MIYAZAKI BANK,8393.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
LAURENTIAN BANK OF CANADA,LB.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
MIZUHO FINANCIAL ,8411.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CREDITO BERGAMASCO ,CBGI.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
CREDITO EMILIANO ,EMBI.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
UMB FINANCIAL,$UMBF,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CREDITO VALTELLINESE,PCVI.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHUGOKU BANK,8382.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
UMPQUA ,$UMPQ,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
IBERIABANK,$IBKC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
REGIONS FINANCIAL,$RF,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF KAOHSIUNG,2836.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHUKYO BANK,8530.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CATHAY GENERAL BANCORP,$CATY,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,1398.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
KEYCORP,$KEY,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
WEBSTER FINANCIAL,$WBS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
ORIENTAL BANK OF COMMERCE,ORBC.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
STANDARD CHARTERED,STAN.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
UNICREDIT ,CRDI.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
ICICI BANK,ICBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
TOKYO TOMIN BANK,8339.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
PNC FINANCIAL SERVICES,$PNC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
IDBI BANK,IDBI.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
AOMORI BANK,8342.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
ENTIE COMMERCIAL BANK,2849.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
SIGNATURE BANK,$SBNY,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
UNION BANK OF INDIA,UNBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
TOMONY ,8600.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
AOZORA BANK,8304.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
WELLS FARGO,$WFC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
BNP PARIBAS,BNPP.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
SAPPORO HOKUYO ,8328.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BOC HONG KONG,2388.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
IYO BANK,8385.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
STATE BANK OF INDIA,SBI.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
BOK FINANCIAL,$BOKF,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
RESONA ,8308.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANCORPSOUTH,$BXS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
WESTAMERICA BANCORP,$WABC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
KINGS TOWN BANK,2809.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CVB FINANCIAL,$CVBF,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
HIGASHI NIPPON BANK,8536.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
UNITED BANKSHARES,$UBSI,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
UNITED BANK OF INDIA,UBOI.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
HIGO BANK,8394.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
MB FINANCIAL,$MBFI,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
TCF FINANCIAL,$TCB,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
WESTPAC BANKING,WBC.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
AGRICULTURAL BANK OF CHINA,1288.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
CENTRAL BANK OF INDIA,CBI.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
NISHI NIPPON CITY BANK,8327.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CITIGROUP,$C,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
ING VYSYA BANK,JKBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
CITY NATIONAL,$CYN,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
AICHI BANK,8527.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
TORONTO DOMINION BANK,TD.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF AMERICA,$BAC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CITY UNION BANK,CTBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF BARODA,BOB.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF CHINA,3988.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
HIROSHIMA BANK,8379.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF COMMUNICATIONS,3328.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
SOCIETE GENERALE,SOGN.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
WIDE BAY AUSTRALIA,WBB.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF EAST ASIA,0023.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF HAWAII,$BOH,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF INDIA,BOI.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
KIYO ,8415.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF IWATE,8345.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF KYOTO,8369.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF MAHARASHTRA,BMBK.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF MONTREAL,BMO.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
SINOPAC FINANCIAL ,2890.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
TOWA BANK,8558.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF NAGOYA,8522.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF NOVA SCOTIA,BNS.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF OKINAWA,8397.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF QUEENSLAND,BOQ.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
DAH SING BANKING ,2356.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
MEDIOBANCA ,MDBI.MI,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF SAGA,8395.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
DAH SING FINANCIAL ,0440.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
WING HANG BANK,0302.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF THE RYUKYUS,8399.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
FUKUI BANK,8362.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
FUKUOKA FINANCIAL ,8354.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
WINTRUST FINANCIAL,$WTFC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
BANK OF YOKOHAMA,8332.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
